1.048008113,0.170103353,0.015045743,0.012482015,1.218111465
0.803032255,0.40304506,0.049063926,0.113415104,1.206077315
-0.318075014,0.092413741,0.090183353,0.014530876,-0.225661272
0.289657481,0.304578825,-0.026603813,0.077683585,0.594236306
0.011665747,0.19383669,0.122713488,0.011566775,0.205502437
0.304525852,0.364611803,0.083155747,0.129772471,0.669137655
-0.53461684,-0.686053422,0.07696899,-0.025370018,-1.220670262
-0.086377365,0.338807267,-0.03912795,-0.055847706,0.252429902
-0.271917554,-0.097673288,0.047381805,0.003056466,-0.369590842
0.470285547,0.12481872,0.064348125,0.100656085,0.595104268
0.331049682,0.598621239,0.059326323,0.056112649,0.929670921
-0.297611248,-0.066449269,-0.029211152,-0.018880006,-0.364060517
-0.045506121,-0.054160099,0.112725908,0.073902553,-0.099666219
-0.017988505,0.094544776,0.05591481,0.129891122,0.076556271
-0.040299018,0.003545538,0.108469879,0.065491933,-0.03675348
-0.173698392,0.061838808,-0.008384787,-0.076829745,-0.111859583
0.093165307,0.472414979,0.107042907,-0.037121503,0.565580287
0.671516535,0.207595785,0.031909022,-0.010360855,0.87911232
-0.346696609,-0.346291272,-0.318659391,-0.112563385,-0.692987881
0.110611012,-0.582590392,-0.1048787,-0.059118808,-0.471979381
0.356912379,-0.031268693,0.156794895,0.042670649,0.325643686
1.012324691,0.192997691,0.158626263,0.068880707,1.205322382
-0.056447208,0.3252408,0.14021625,0.107293661,0.268793592
-0.283360966,0.021777964,-0.093047819,-0.078554853,-0.261583002
0.184559996,0.353597408,0.055235916,0.023055656,0.538157404
-0.852776898,0.006238091,0.074440324,0.080028233,-0.846538806
0.790563222,0.126945346,0.071419254,0.074335092,0.917508568
-0.340524176,-0.201468549,-0.045407323,-0.08043247,-0.541992725
-0.441935953,0.404917295,0.090089788,0.013519812,-0.037018658
1.119669333,0.179866125,-0.00691419,0.060061017,1.299535459
-0.937321556,-0.105402782,-0.066398074,-0.064051528,-1.042724337
1.012874661,-0.149186791,-0.026072901,-0.063436693,0.86368787
-0.634134374,0.116022404,-0.067920859,-0.094543149,-0.51811197
0.595078206,-0.503536522,-0.007324337,0.020446513,0.091541684
0.137995112,0.059356346,0.001183934,0.07240644,0.197351458
-0.839005772,0.243682221,-0.014579681,-0.089600637,-0.595323551
-0.102077446,0.572461085,0.014623427,0.020731291,0.470383639
-0.159292313,-0.714862227,-0.083455128,-0.100509788,-0.874154541
0.7037315,0.317550374,0.031392306,0.039637868,1.021281873
-0.183292727,0.192029989,-0.079127378,-0.030509885,0.008737262
-0.044180487,-0.244015556,0.065625789,0.056730143,-0.288196043
0.538182974,0.124461477,0.000790832,-0.010221902,0.662644451
-0.157864062,-0.076190603,-0.095949696,0.015422956,-0.234054665
-0.574237182,-0.05035606,-0.180586518,-0.025254651,-0.624593242
0.215745313,-0.459628223,-0.087440887,-0.003770387,-0.243882909
-0.042381562,0.019417751,-0.137983962,-0.010981467,-0.022963812
0.132451266,-0.049501484,-0.078827823,0.027721712,0.082949782
-0.845455487,-1.016373399,-0.080139384,-0.044739805,-1.861828887
0.293533636,-0.392282137,0.127547176,0.017721159,-0.098748501
0.355223761,1.132044391,0.077768268,0.024001018,1.487268152
0.069520178,-0.059213867,0.014738417,0.061269212,0.010306311
0.255252943,-0.055895731,0.009361877,-0.011375152,0.199357212
0.054770039,0.076072719,-0.000131569,0.064628836,0.130842758
-0.160600365,0.174530843,0.020437539,0.015212287,0.013930477
0.143574361,0.103712523,0.003456062,0.045965003,0.247286884
-0.396023557,-0.034718984,-0.040636727,-0.004254941,-0.430742542
0.238757363,-0.060814203,-0.088606438,-0.026225122,0.17794316
0.022590484,0.210065117,-0.088575211,-0.04981757,0.232655601
-0.058430658,0.04942351,0.061652183,-0.001111422,-0.009007148
-0.074515079,-0.007007384,-0.034882378,-0.004720762,-0.081522464
-0.362483773,0.038250879,-0.011719413,-0.006572719,-0.324232894
0.026809737,-0.035411805,0.008579527,0.017466081,-0.008602068
